task_id,phase,department,district,path,depends_on,status,priority,definition_of_done
ENR-VALIDA-11_Central-Luque,validar_enriquecimento,11_Central,Luque,Departamentos/11_Central/Luque,ENR-MIDIA-MD-11_Central-Luque,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-11_Central-Mariano_Roque_Alonso,enriquecer_dados,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-11_Central-Mariano_Roque_Alonso,recalcular_gss,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,ENR-DADOS-11_Central-Mariano_Roque_Alonso,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-11_Central-Mariano_Roque_Alonso,baixar_midia,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,ENR-DADOS-11_Central-Mariano_Roque_Alonso,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/11_Central/Mariano_Roque_Alonso/media/
ENR-MIDIA-MD-11_Central-Mariano_Roque_Alonso,atualizar_media_md,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,ENR-MIDIA-DOWN-11_Central-Mariano_Roque_Alonso,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-11_Central-Mariano_Roque_Alonso,validar_enriquecimento,11_Central,Mariano_Roque_Alonso,Departamentos/11_Central/Mariano_Roque_Alonso,ENR-MIDIA-MD-11_Central-Mariano_Roque_Alonso,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-11_Central-Nemby,enriquecer_dados,11_Central,Nemby,Departamentos/11_Central/Nemby,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-11_Central-Nemby,recalcular_gss,11_Central,Nemby,Departamentos/11_Central/Nemby,ENR-DADOS-11_Central-Nemby,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-11_Central-Nemby,baixar_midia,11_Central,Nemby,Departamentos/11_Central/Nemby,ENR-DADOS-11_Central-Nemby,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/11_Central/Nemby/media/
ENR-MIDIA-MD-11_Central-Nemby,atualizar_media_md,11_Central,Nemby,Departamentos/11_Central/Nemby,ENR-MIDIA-DOWN-11_Central-Nemby,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-11_Central-Nemby,validar_enriquecimento,11_Central,Nemby,Departamentos/11_Central/Nemby,ENR-MIDIA-MD-11_Central-Nemby,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-11_Central-Nueva_Italia,enriquecer_dados,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-11_Central-Nueva_Italia,recalcular_gss,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,ENR-DADOS-11_Central-Nueva_Italia,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-11_Central-Nueva_Italia,baixar_midia,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,ENR-DADOS-11_Central-Nueva_Italia,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/11_Central/Nueva_Italia/media/
ENR-MIDIA-MD-11_Central-Nueva_Italia,atualizar_media_md,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,ENR-MIDIA-DOWN-11_Central-Nueva_Italia,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-11_Central-Nueva_Italia,validar_enriquecimento,11_Central,Nueva_Italia,Departamentos/11_Central/Nueva_Italia,ENR-MIDIA-MD-11_Central-Nueva_Italia,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-11_Central-San_Antonio,enriquecer_dados,11_Central,San_Antonio,Departamentos/11_Central/San_Antonio,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-11_Central-San_Antonio,recalcular_gss,11_Central,San_Antonio,Departamentos/11_Central/San_Antonio,ENR-DADOS-11_Central-San_Antonio,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-11_Central-San_Antonio,baixar_midia,11_Central,San_Antonio,Departamentos/11_Central/San_Antonio,ENR-DADOS-11_Central-San_Antonio,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/11_Central/San_Antonio/media/
ENR-MIDIA-MD-11_Central-San_Antonio,atualizar_media_md,11_Central,San_Antonio,Departamentos/11_Central/San_Antonio,ENR-MIDIA-DOWN-11_Central-San_Antonio,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-11_Central-San_Antonio,validar_enriquecimento,11_Central,San_Antonio,Departamentos/11_Central/San_Antonio,ENR-MIDIA-MD-11_Central-San_Antonio,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-11_Central-San_Lorenzo,enriquecer_dados,11_Central,San_Lorenzo,Departamentos/11_Central/San_Lorenzo,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-11_Central-San_Lorenzo,recalcular_gss,11_Central,San_Lorenzo,Departamentos/11_Central/San_Lorenzo,ENR-DADOS-11_Central-San_Lorenzo,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-11_Central-San_Lorenzo,baixar_midia,11_Central,San_Lorenzo,Departamentos/11_Central/San_Lorenzo,ENR-DADOS-11_Central-San_Lorenzo,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/11_Central/San_Lorenzo/media/
ENR-MIDIA-MD-11_Central-San_Lorenzo,atualizar_media_md,11_Central,San_Lorenzo,Departamentos/11_Central/San_Lorenzo,ENR-MIDIA-DOWN-11_Central-San_Lorenzo,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-11_Central-San_Lorenzo,validar_enriquecimento,11_Central,San_Lorenzo,Departamentos/11_Central/San_Lorenzo,ENR-MIDIA-MD-11_Central-San_Lorenzo,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-11_Central-Villa_Elisa,enriquecer_dados,11_Central,Villa_Elisa,Departamentos/11_Central/Villa_Elisa,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-11_Central-Villa_Elisa,recalcular_gss,11_Central,Villa_Elisa,Departamentos/11_Central/Villa_Elisa,ENR-DADOS-11_Central-Villa_Elisa,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-11_Central-Villa_Elisa,baixar_midia,11_Central,Villa_Elisa,Departamentos/11_Central/Villa_Elisa,ENR-DADOS-11_Central-Villa_Elisa,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/11_Central/Villa_Elisa/media/
ENR-MIDIA-MD-11_Central-Villa_Elisa,atualizar_media_md,11_Central,Villa_Elisa,Departamentos/11_Central/Villa_Elisa,ENR-MIDIA-DOWN-11_Central-Villa_Elisa,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-11_Central-Villa_Elisa,validar_enriquecimento,11_Central,Villa_Elisa,Departamentos/11_Central/Villa_Elisa,ENR-MIDIA-MD-11_Central-Villa_Elisa,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-11_Central-Villeta,enriquecer_dados,11_Central,Villeta,Departamentos/11_Central/Villeta,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-11_Central-Villeta,recalcular_gss,11_Central,Villeta,Departamentos/11_Central/Villeta,ENR-DADOS-11_Central-Villeta,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-11_Central-Villeta,baixar_midia,11_Central,Villeta,Departamentos/11_Central/Villeta,ENR-DADOS-11_Central-Villeta,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/11_Central/Villeta/media/
ENR-MIDIA-MD-11_Central-Villeta,atualizar_media_md,11_Central,Villeta,Departamentos/11_Central/Villeta,ENR-MIDIA-DOWN-11_Central-Villeta,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-11_Central-Villeta,validar_enriquecimento,11_Central,Villeta,Departamentos/11_Central/Villeta,ENR-MIDIA-MD-11_Central-Villeta,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-11_Central-Ypacarai,enriquecer_dados,11_Central,Ypacarai,Departamentos/11_Central/Ypacarai,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-11_Central-Ypacarai,recalcular_gss,11_Central,Ypacarai,Departamentos/11_Central/Ypacarai,ENR-DADOS-11_Central-Ypacarai,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-11_Central-Ypacarai,baixar_midia,11_Central,Ypacarai,Departamentos/11_Central/Ypacarai,ENR-DADOS-11_Central-Ypacarai,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/11_Central/Ypacarai/media/
ENR-MIDIA-MD-11_Central-Ypacarai,atualizar_media_md,11_Central,Ypacarai,Departamentos/11_Central/Ypacarai,ENR-MIDIA-DOWN-11_Central-Ypacarai,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-11_Central-Ypacarai,validar_enriquecimento,11_Central,Ypacarai,Departamentos/11_Central/Ypacarai,ENR-MIDIA-MD-11_Central-Ypacarai,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-11_Central-Ypane,enriquecer_dados,11_Central,Ypane,Departamentos/11_Central/Ypane,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-11_Central-Ypane,recalcular_gss,11_Central,Ypane,Departamentos/11_Central/Ypane,ENR-DADOS-11_Central-Ypane,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-11_Central-Ypane,baixar_midia,11_Central,Ypane,Departamentos/11_Central/Ypane,ENR-DADOS-11_Central-Ypane,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/11_Central/Ypane/media/
ENR-MIDIA-MD-11_Central-Ypane,atualizar_media_md,11_Central,Ypane,Departamentos/11_Central/Ypane,ENR-MIDIA-DOWN-11_Central-Ypane,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-11_Central-Ypane,validar_enriquecimento,11_Central,Ypane,Departamentos/11_Central/Ypane,ENR-MIDIA-MD-11_Central-Ypane,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Alberdi,enriquecer_dados,12_Neembucu,Alberdi,Departamentos/12_Neembucu/Alberdi,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Alberdi,recalcular_gss,12_Neembucu,Alberdi,Departamentos/12_Neembucu/Alberdi,ENR-DADOS-12_Neembucu-Alberdi,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-Alberdi,baixar_midia,12_Neembucu,Alberdi,Departamentos/12_Neembucu/Alberdi,ENR-DADOS-12_Neembucu-Alberdi,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/Alberdi/media/
ENR-MIDIA-MD-12_Neembucu-Alberdi,atualizar_media_md,12_Neembucu,Alberdi,Departamentos/12_Neembucu/Alberdi,ENR-MIDIA-DOWN-12_Neembucu-Alberdi,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-Alberdi,validar_enriquecimento,12_Neembucu,Alberdi,Departamentos/12_Neembucu/Alberdi,ENR-MIDIA-MD-12_Neembucu-Alberdi,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Cerrito,enriquecer_dados,12_Neembucu,Cerrito,Departamentos/12_Neembucu/Cerrito,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Cerrito,recalcular_gss,12_Neembucu,Cerrito,Departamentos/12_Neembucu/Cerrito,ENR-DADOS-12_Neembucu-Cerrito,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-Cerrito,baixar_midia,12_Neembucu,Cerrito,Departamentos/12_Neembucu/Cerrito,ENR-DADOS-12_Neembucu-Cerrito,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/Cerrito/media/
ENR-MIDIA-MD-12_Neembucu-Cerrito,atualizar_media_md,12_Neembucu,Cerrito,Departamentos/12_Neembucu/Cerrito,ENR-MIDIA-DOWN-12_Neembucu-Cerrito,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-Cerrito,validar_enriquecimento,12_Neembucu,Cerrito,Departamentos/12_Neembucu/Cerrito,ENR-MIDIA-MD-12_Neembucu-Cerrito,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Desmochados,enriquecer_dados,12_Neembucu,Desmochados,Departamentos/12_Neembucu/Desmochados,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Desmochados,recalcular_gss,12_Neembucu,Desmochados,Departamentos/12_Neembucu/Desmochados,ENR-DADOS-12_Neembucu-Desmochados,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-Desmochados,baixar_midia,12_Neembucu,Desmochados,Departamentos/12_Neembucu/Desmochados,ENR-DADOS-12_Neembucu-Desmochados,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/Desmochados/media/
ENR-MIDIA-MD-12_Neembucu-Desmochados,atualizar_media_md,12_Neembucu,Desmochados,Departamentos/12_Neembucu/Desmochados,ENR-MIDIA-DOWN-12_Neembucu-Desmochados,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-Desmochados,validar_enriquecimento,12_Neembucu,Desmochados,Departamentos/12_Neembucu/Desmochados,ENR-MIDIA-MD-12_Neembucu-Desmochados,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-General_Diaz,enriquecer_dados,12_Neembucu,General_Diaz,Departamentos/12_Neembucu/General_Diaz,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-General_Diaz,recalcular_gss,12_Neembucu,General_Diaz,Departamentos/12_Neembucu/General_Diaz,ENR-DADOS-12_Neembucu-General_Diaz,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-General_Diaz,baixar_midia,12_Neembucu,General_Diaz,Departamentos/12_Neembucu/General_Diaz,ENR-DADOS-12_Neembucu-General_Diaz,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/General_Diaz/media/
ENR-MIDIA-MD-12_Neembucu-General_Diaz,atualizar_media_md,12_Neembucu,General_Diaz,Departamentos/12_Neembucu/General_Diaz,ENR-MIDIA-DOWN-12_Neembucu-General_Diaz,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-General_Diaz,validar_enriquecimento,12_Neembucu,General_Diaz,Departamentos/12_Neembucu/General_Diaz,ENR-MIDIA-MD-12_Neembucu-General_Diaz,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Guazu_Cua,enriquecer_dados,12_Neembucu,Guazu_Cua,Departamentos/12_Neembucu/Guazu_Cua,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Guazu_Cua,recalcular_gss,12_Neembucu,Guazu_Cua,Departamentos/12_Neembucu/Guazu_Cua,ENR-DADOS-12_Neembucu-Guazu_Cua,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-Guazu_Cua,baixar_midia,12_Neembucu,Guazu_Cua,Departamentos/12_Neembucu/Guazu_Cua,ENR-DADOS-12_Neembucu-Guazu_Cua,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/Guazu_Cua/media/
ENR-MIDIA-MD-12_Neembucu-Guazu_Cua,atualizar_media_md,12_Neembucu,Guazu_Cua,Departamentos/12_Neembucu/Guazu_Cua,ENR-MIDIA-DOWN-12_Neembucu-Guazu_Cua,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-Guazu_Cua,validar_enriquecimento,12_Neembucu,Guazu_Cua,Departamentos/12_Neembucu/Guazu_Cua,ENR-MIDIA-MD-12_Neembucu-Guazu_Cua,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Humaita,enriquecer_dados,12_Neembucu,Humaita,Departamentos/12_Neembucu/Humaita,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Humaita,recalcular_gss,12_Neembucu,Humaita,Departamentos/12_Neembucu/Humaita,ENR-DADOS-12_Neembucu-Humaita,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-Humaita,baixar_midia,12_Neembucu,Humaita,Departamentos/12_Neembucu/Humaita,ENR-DADOS-12_Neembucu-Humaita,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/Humaita/media/
ENR-MIDIA-MD-12_Neembucu-Humaita,atualizar_media_md,12_Neembucu,Humaita,Departamentos/12_Neembucu/Humaita,ENR-MIDIA-DOWN-12_Neembucu-Humaita,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-Humaita,validar_enriquecimento,12_Neembucu,Humaita,Departamentos/12_Neembucu/Humaita,ENR-MIDIA-MD-12_Neembucu-Humaita,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Isla_Umbu,enriquecer_dados,12_Neembucu,Isla_Umbu,Departamentos/12_Neembucu/Isla_Umbu,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Isla_Umbu,recalcular_gss,12_Neembucu,Isla_Umbu,Departamentos/12_Neembucu/Isla_Umbu,ENR-DADOS-12_Neembucu-Isla_Umbu,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-Isla_Umbu,baixar_midia,12_Neembucu,Isla_Umbu,Departamentos/12_Neembucu/Isla_Umbu,ENR-DADOS-12_Neembucu-Isla_Umbu,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/Isla_Umbu/media/
ENR-MIDIA-MD-12_Neembucu-Isla_Umbu,atualizar_media_md,12_Neembucu,Isla_Umbu,Departamentos/12_Neembucu/Isla_Umbu,ENR-MIDIA-DOWN-12_Neembucu-Isla_Umbu,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-Isla_Umbu,validar_enriquecimento,12_Neembucu,Isla_Umbu,Departamentos/12_Neembucu/Isla_Umbu,ENR-MIDIA-MD-12_Neembucu-Isla_Umbu,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Laureles,enriquecer_dados,12_Neembucu,Laureles,Departamentos/12_Neembucu/Laureles,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Laureles,recalcular_gss,12_Neembucu,Laureles,Departamentos/12_Neembucu/Laureles,ENR-DADOS-12_Neembucu-Laureles,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-Laureles,baixar_midia,12_Neembucu,Laureles,Departamentos/12_Neembucu/Laureles,ENR-DADOS-12_Neembucu-Laureles,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/Laureles/media/
ENR-MIDIA-MD-12_Neembucu-Laureles,atualizar_media_md,12_Neembucu,Laureles,Departamentos/12_Neembucu/Laureles,ENR-MIDIA-DOWN-12_Neembucu-Laureles,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-Laureles,validar_enriquecimento,12_Neembucu,Laureles,Departamentos/12_Neembucu/Laureles,ENR-MIDIA-MD-12_Neembucu-Laureles,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Mayor_Martinez,enriquecer_dados,12_Neembucu,Mayor_Martinez,Departamentos/12_Neembucu/Mayor_Martinez,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Mayor_Martinez,recalcular_gss,12_Neembucu,Mayor_Martinez,Departamentos/12_Neembucu/Mayor_Martinez,ENR-DADOS-12_Neembucu-Mayor_Martinez,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-Mayor_Martinez,baixar_midia,12_Neembucu,Mayor_Martinez,Departamentos/12_Neembucu/Mayor_Martinez,ENR-DADOS-12_Neembucu-Mayor_Martinez,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/Mayor_Martinez/media/
ENR-MIDIA-MD-12_Neembucu-Mayor_Martinez,atualizar_media_md,12_Neembucu,Mayor_Martinez,Departamentos/12_Neembucu/Mayor_Martinez,ENR-MIDIA-DOWN-12_Neembucu-Mayor_Martinez,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-Mayor_Martinez,validar_enriquecimento,12_Neembucu,Mayor_Martinez,Departamentos/12_Neembucu/Mayor_Martinez,ENR-MIDIA-MD-12_Neembucu-Mayor_Martinez,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Paso_de_Patria,enriquecer_dados,12_Neembucu,Paso_de_Patria,Departamentos/12_Neembucu/Paso_de_Patria,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Paso_de_Patria,recalcular_gss,12_Neembucu,Paso_de_Patria,Departamentos/12_Neembucu/Paso_de_Patria,ENR-DADOS-12_Neembucu-Paso_de_Patria,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-Paso_de_Patria,baixar_midia,12_Neembucu,Paso_de_Patria,Departamentos/12_Neembucu/Paso_de_Patria,ENR-DADOS-12_Neembucu-Paso_de_Patria,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/Paso_de_Patria/media/
ENR-MIDIA-MD-12_Neembucu-Paso_de_Patria,atualizar_media_md,12_Neembucu,Paso_de_Patria,Departamentos/12_Neembucu/Paso_de_Patria,ENR-MIDIA-DOWN-12_Neembucu-Paso_de_Patria,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-Paso_de_Patria,validar_enriquecimento,12_Neembucu,Paso_de_Patria,Departamentos/12_Neembucu/Paso_de_Patria,ENR-MIDIA-MD-12_Neembucu-Paso_de_Patria,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Pilar,enriquecer_dados,12_Neembucu,Pilar,Departamentos/12_Neembucu/Pilar,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Pilar,recalcular_gss,12_Neembucu,Pilar,Departamentos/12_Neembucu/Pilar,ENR-DADOS-12_Neembucu-Pilar,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-Pilar,baixar_midia,12_Neembucu,Pilar,Departamentos/12_Neembucu/Pilar,ENR-DADOS-12_Neembucu-Pilar,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/Pilar/media/
ENR-MIDIA-MD-12_Neembucu-Pilar,atualizar_media_md,12_Neembucu,Pilar,Departamentos/12_Neembucu/Pilar,ENR-MIDIA-DOWN-12_Neembucu-Pilar,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-Pilar,validar_enriquecimento,12_Neembucu,Pilar,Departamentos/12_Neembucu/Pilar,ENR-MIDIA-MD-12_Neembucu-Pilar,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-San_Juan_del_Neembucu,enriquecer_dados,12_Neembucu,San_Juan_del_Neembucu,Departamentos/12_Neembucu/San_Juan_del_Neembucu,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-San_Juan_del_Neembucu,recalcular_gss,12_Neembucu,San_Juan_del_Neembucu,Departamentos/12_Neembucu/San_Juan_del_Neembucu,ENR-DADOS-12_Neembucu-San_Juan_del_Neembucu,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
ENR-MIDIA-DOWN-12_Neembucu-San_Juan_del_Neembucu,baixar_midia,12_Neembucu,San_Juan_del_Neembucu,Departamentos/12_Neembucu/San_Juan_del_Neembucu,ENR-DADOS-12_Neembucu-San_Juan_del_Neembucu,done,P1,Baixar ao menos 3 imagens relevantes e salvar em Departamentos/12_Neembucu/San_Juan_del_Neembucu/media/
ENR-MIDIA-MD-12_Neembucu-San_Juan_del_Neembucu,atualizar_media_md,12_Neembucu,San_Juan_del_Neembucu,Departamentos/12_Neembucu/San_Juan_del_Neembucu,ENR-MIDIA-DOWN-12_Neembucu-San_Juan_del_Neembucu,done,P1,Atualizar MEDIA.md com caminhos locais e link de origem para visualizacao
ENR-VALIDA-12_Neembucu-San_Juan_del_Neembucu,validar_enriquecimento,12_Neembucu,San_Juan_del_Neembucu,Departamentos/12_Neembucu/San_Juan_del_Neembucu,ENR-MIDIA-MD-12_Neembucu-San_Juan_del_Neembucu,done,P2,Validar DADOS.md + MEDIA.md + arquivos locais de media
ENR-DADOS-12_Neembucu-Tacuaras,enriquecer_dados,12_Neembucu,Tacuaras,Departamentos/12_Neembucu/Tacuaras,,done,P1,Consultar links e consolidar dados textuais com fonte e data nos blocos 1..5 do DADOS.md
ENR-GSS-12_Neembucu-Tacuaras,recalcular_gss,12_Neembucu,Tacuaras,Departamentos/12_Neembucu/Tacuaras,ENR-DADOS-12_Neembucu-Tacuaras,done,P1,Revisar notas A-E e recalcular GSS coerente com dados consolidados
